Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,bottle_id,Bytes,Center Name,Collection_date,Consent,cruise_id,cruise_station,DATASTORE filetype,DATASTORE provider,DATASTORE region,env_biome,env_feature,env_material,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,geotraces_section,Instrument,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Depth,Isolation_source,Biller_et_al.,_2018_metagenome_NCBI_BioProject,Biller_et_al.,_2018_metagenome_NCBI_BioSample,Biller_et_al.,_2018_metagenome_NCBI_SRA_Accession,Biller_et_al.,_2018_metagenome_NCBI_SRA_Study,Biller_et_al.,_2018_metagenome_Sample_Name,Biller_et_al.,_2018_metagenome_Total_read_pairs,Cruise_series,Depth_(m),sequencing_location,sequencing_read_depth,Sequencing_Technology
SRR12538574,AMPLICON,491,48710146,PRJNA659851,SAMN15928855,Metagenome or environmental,1153808,24788507,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-06-11,public,TAN1109,GT3,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028395,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,32.49367 S 169.99517 W,BGT_GA03_GP13_294,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0434,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136896,SRR5788248,SRP110813,S0434,21290766,GEOTRACES,75,University_of_Southern_California,99206,HiSeq_Rapid_Run_2x250
SRR12538575,AMPLICON,491,46178059,PRJNA659851,SAMN15928854,Metagenome or environmental,1153814,23455144,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-06-11,public,TAN1109,GT3,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028394,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,32.49367 S 169.99517 W,BGT_GA03_GP13_293,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0433,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136895,SRR5788247,SRP110813,S0433,20941560,GEOTRACES,51,University_of_Southern_California,94049,HiSeq_Rapid_Run_2x250
SRR12538576,AMPLICON,491,60919352,PRJNA659851,SAMN15928853,Metagenome or environmental,1153820,29976639,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-06-11,public,TAN1109,GT3,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028393,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,32.49367 S 169.99517 W,BGT_GA03_GP13_292,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0432,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136894,SRR5788246,SRP110813,S0432,36725570,GEOTRACES,32,University_of_Southern_California,124072,HiSeq_Rapid_Run_2x250
SRR12538577,AMPLICON,491,86509290,PRJNA659851,SAMN15928852,Metagenome or environmental,1153841,42481871,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-06-11,public,TAN1109,GT3,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028369,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,32.49367 S 169.99517 W,BGT_GA03_GP13_291,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0431,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136893,SRR5788245,SRP110813,S0431,21158057,GEOTRACES,16,University_of_Southern_California,176190,HiSeq_Rapid_Run_2x250
SRR12538579,AMPLICON,491,70698108,PRJNA659851,SAMN15928641,Metagenome or environmental,845660,36247744,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-26,public,KN204,14,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028390,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,27.58305 N 49.63297 W,BGT_GA03_GP13_080,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0110,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136588,SRR5788084,SRP110813,S0110,25598730,GEOTRACES,183.8,University_of_Southern_California,143988,HiSeq_Rapid_Run_2x250
SRR12538580,AMPLICON,491,50247467,PRJNA659851,SAMN15928640,Metagenome or environmental,845657,25676616,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-26,public,KN204,14,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028389,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,27.58305 N 49.63297 W,BGT_GA03_GP13_079,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0109,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136587,SRR5788083,SRP110813,S0109,20616566,GEOTRACES,133.7,University_of_Southern_California,102337,HiSeq_Rapid_Run_2x250
SRR12538581,AMPLICON,491,43847773,PRJNA659851,SAMN15928639,Metagenome or environmental,845654,22428684,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-26,public,KN204,14,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028388,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,27.58305 N 49.63297 W,BGT_GA03_GP13_078,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0108,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136586,SRR5788086,SRP110813,S0108,20474076,GEOTRACES,113.8,University_of_Southern_California,89303,HiSeq_Rapid_Run_2x250
SRR12538582,AMPLICON,491,50554833,PRJNA659851,SAMN15928638,Metagenome or environmental,845651,25838507,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-26,public,KN204,14,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028387,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,27.58305 N 49.63297 W,BGT_GA03_GP13_077,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0107,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136585,SRR5788085,SRP110813,S0107,23444487,GEOTRACES,99,University_of_Southern_California,102963,HiSeq_Rapid_Run_2x250
SRR12538583,AMPLICON,491,53028982,PRJNA659851,SAMN15928637,Metagenome or environmental,845648,27189830,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-26,public,KN204,14,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028386,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,27.58305 N 49.63297 W,BGT_GA03_GP13_076,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0106,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136584,SRR5788088,SRP110813,S0106,27613431,GEOTRACES,69.4,University_of_Southern_California,108002,HiSeq_Rapid_Run_2x250
SRR12538584,AMPLICON,491,33756741,PRJNA659851,SAMN15928636,Metagenome or environmental,845645,17220956,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-26,public,KN204,14,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028385,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,27.58305 N 49.63297 W,BGT_GA03_GP13_075,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0105,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136583,SRR5788087,SRP110813,S0105,30438461,GEOTRACES,40.1,University_of_Southern_California,68751,HiSeq_Rapid_Run_2x250
SRR12538585,AMPLICON,491,51755819,PRJNA659851,SAMN15928635,Metagenome or environmental,846731,26366506,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-12-10,public,KN204,24,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028384,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,17.39998 N 24.50003 W,BGT_GA03_GP13_074,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0104,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136582,SRR5788425,SRP110813,S0104,29482548,GEOTRACES,285.9,University_of_Southern_California,105409,HiSeq_Rapid_Run_2x250
SRR12538586,AMPLICON,491,43294416,PRJNA659851,SAMN15928634,Metagenome or environmental,846728,22053993,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-12-10,public,KN204,24,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028383,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,17.39998 N 24.50003 W,BGT_GA03_GP13_073,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0103,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136581,SRR5788426,SRP110813,S0103,26744312,GEOTRACES,234.5,University_of_Southern_California,88176,HiSeq_Rapid_Run_2x250
SRR12538587,AMPLICON,491,47081990,PRJNA659851,SAMN15928633,Metagenome or environmental,846725,23996035,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-12-10,public,KN204,24,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028382,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,17.39998 N 24.50003 W,BGT_GA03_GP13_072,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0102,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136580,SRR5788407,SRP110813,S0102,20144298,GEOTRACES,183.7,University_of_Southern_California,95890,HiSeq_Rapid_Run_2x250
SRR12538588,AMPLICON,491,34692096,PRJNA659851,SAMN15928632,Metagenome or environmental,846719,17960077,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-12-10,public,KN204,24,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028381,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,17.39998 N 24.50003 W,BGT_GA03_GP13_071,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0100,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136578,SRR5788409,SRP110813,S0100,26991060,GEOTRACES,89.3,University_of_Southern_California,70656,HiSeq_Rapid_Run_2x250
SRR12538590,AMPLICON,491,78682259,PRJNA659851,SAMN15928631,Metagenome or environmental,846716,40608575,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-12-10,public,KN204,24,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028379,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,17.39998 N 24.50003 W,BGT_GA03_GP13_070,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0099,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136577,SRR5788410,SRP110813,S0099,30861159,GEOTRACES,71.6,University_of_Southern_California,160249,HiSeq_Rapid_Run_2x250
SRR12538591,AMPLICON,491,75930204,PRJNA659851,SAMN15928630,Metagenome or environmental,846713,39221455,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-12-10,public,KN204,24,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028378,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,17.39998 N 24.50003 W,BGT_GA03_GP13_069,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0098,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136576,SRR5788411,SRP110813,S0098,29057352,GEOTRACES,48.1,University_of_Southern_California,154644,HiSeq_Rapid_Run_2x250
SRR12538592,AMPLICON,491,24789117,PRJNA659851,SAMN15928629,Metagenome or environmental,845963,12851978,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-30,public,KN204,16,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028377,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,26.13688 N 44.82622 W,BGT_GA03_GP13_068,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0097,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136575,SRR5788412,SRP110813,S0097,49405382,GEOTRACES,284.8,University_of_Southern_California,50487,HiSeq_Rapid_Run_2x250
SRR12538593,AMPLICON,491,41021577,PRJNA659851,SAMN15928628,Metagenome or environmental,845957,21200193,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-30,public,KN204,16,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028376,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,26.13688 N 44.82622 W,BGT_GA03_GP13_067,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0095,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136573,SRR5788414,SRP110813,S0095,49713939,GEOTRACES,185.7,University_of_Southern_California,83547,HiSeq_Rapid_Run_2x250
SRR12538594,AMPLICON,491,47036327,PRJNA659851,SAMN15928627,Metagenome or environmental,845954,23907335,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-30,public,KN204,16,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028375,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,26.13688 N 44.82622 W,BGT_GA03_GP13_066,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0094,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136572,SRR5788225,SRP110813,S0094,32430476,GEOTRACES,135.6,University_of_Southern_California,95797,HiSeq_Rapid_Run_2x250
SRR12538595,AMPLICON,491,41758077,PRJNA659851,SAMN15928626,Metagenome or environmental,845951,21226787,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-30,public,KN204,16,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028374,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,26.13688 N 44.82622 W,BGT_GA03_GP13_065,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0093,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136571,SRR5788025,SRP110813,S0093,33454639,GEOTRACES,110.7,University_of_Southern_California,85047,HiSeq_Rapid_Run_2x250
SRR12538596,AMPLICON,491,47999669,PRJNA659851,SAMN15928625,Metagenome or environmental,845948,24291096,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-30,public,KN204,16,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028373,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,26.13688 N 44.82622 W,BGT_GA03_GP13_064,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0092,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136570,SRR5788254,SRP110813,S0092,30362911,GEOTRACES,89.9,University_of_Southern_California,97759,HiSeq_Rapid_Run_2x250
SRR12538597,AMPLICON,491,78155416,PRJNA659851,SAMN15928624,Metagenome or environmental,845945,40223692,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-30,public,KN204,16,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028372,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,26.13688 N 44.82622 W,BGT_GA03_GP13_063,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0091,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136569,SRR5788253,SRP110813,S0091,23180825,GEOTRACES,60.7,University_of_Southern_California,159176,HiSeq_Rapid_Run_2x250
SRR12538598,AMPLICON,491,60134734,PRJNA659851,SAMN15928623,Metagenome or environmental,845942,30842360,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-30,public,KN204,16,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028371,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,26.13688 N 44.82622 W,BGT_GA03_GP13_062,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0090,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136568,SRR5788252,SRP110813,S0090,31728111,GEOTRACES,39.7,University_of_Southern_California,122474,HiSeq_Rapid_Run_2x250
SRR12538599,AMPLICON,491,42740077,PRJNA659851,SAMN15928622,Metagenome or environmental,844733,22183381,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-11-19,public,KN204,10,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028370,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,31.75351 N 64.17499 W,BGT_GA03_GP13_061,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0089,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136567,SRR5788251,SRP110813,S0089,22021412,GEOTRACES,414.2,University_of_Southern_California,87047,HiSeq_Rapid_Run_2x250
SRR12538601,AMPLICON,491,3184626,PRJNA659851,SAMN15928591,Metagenome or environmental,846086,1676427,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-12-01,public,KN204,18,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028368,uncalculated,uncalculated,Atlantic Ocean,GA03,Illumina HiSeq 2500,24.1497 N 40.21786 W,BGT_GA03_GP13_030,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0057,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136535,SRR5788006,SRP110813,S0057,32527412,GEOTRACES,38.9,University_of_Southern_California,6486,HiSeq_Rapid_Run_2x250
SRR12538602,AMPLICON,491,55386273,PRJNA659851,SAMN15928851,Metagenome or environmental,1153658,27303539,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-06-10,public,TAN1109,GT2,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028367,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,32.49667 S 170.99533 W,BGT_GA03_GP13_290,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0430,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136892,SRR5788385,SRP110813,S0430,24061880,GEOTRACES,103,University_of_Southern_California,112803,HiSeq_Rapid_Run_2x250
SRR12538603,AMPLICON,491,33298638,PRJNA659851,SAMN15928850,Metagenome or environmental,1153664,16443794,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-06-10,public,TAN1109,GT2,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028366,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,32.49667 S 170.99533 W,BGT_GA03_GP13_289,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0429,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136891,SRR5788386,SRP110813,S0429,24480902,GEOTRACES,75,University_of_Southern_California,67818,HiSeq_Rapid_Run_2x250
SRR12538604,AMPLICON,491,82434481,PRJNA659851,SAMN15928849,Metagenome or environmental,1153670,40611643,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-06-10,public,TAN1109,GT2,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028365,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,32.49667 S 170.99533 W,BGT_GA03_GP13_288,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0428,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136890,SRR5788392,SRP110813,S0428,29743814,GEOTRACES,52,University_of_Southern_California,167891,HiSeq_Rapid_Run_2x250
SRR12538605,AMPLICON,491,84525650,PRJNA659851,SAMN15928848,Metagenome or environmental,1153676,41679770,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-06-10,public,TAN1109,GT2,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028364,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,32.49667 S 170.99533 W,BGT_GA03_GP13_287,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0427,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136889,SRR5788393,SRP110813,S0427,25248983,GEOTRACES,32,University_of_Southern_California,172150,HiSeq_Rapid_Run_2x250
SRR12538606,AMPLICON,491,52629308,PRJNA659851,SAMN15928847,Metagenome or environmental,1153688,25849767,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-06-10,public,TAN1109,GT2,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028363,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,32.49667 S 170.99533 W,BGT_GA03_GP13_286,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0426,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136888,SRR5788394,SRP110813,S0426,22076215,GEOTRACES,16,University_of_Southern_California,107188,HiSeq_Rapid_Run_2x250
SRR12538607,AMPLICON,491,49592964,PRJNA659851,SAMN15928846,Metagenome or environmental,1223069,24586617,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-28,public,SS2011,29,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028362,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,32.4995 S 179.125 W,BGT_GA03_GP13_285,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0425,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136887,SRR5788395,SRP110813,S0425,13647414,GEOTRACES,1001.5,University_of_Southern_California,101004,HiSeq_Rapid_Run_2x250
SRR12538608,AMPLICON,491,36259859,PRJNA659851,SAMN15928845,Metagenome or environmental,1223087,17953709,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-28,public,SS2011,29,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028361,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,32.4995 S 179.125 W,BGT_GA03_GP13_284,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0424,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136886,SRR5788388,SRP110813,S0424,17668777,GEOTRACES,99.9,University_of_Southern_California,73849,HiSeq_Rapid_Run_2x250
SRR12538609,AMPLICON,491,74332490,PRJNA659851,SAMN15928844,Metagenome or environmental,1223090,36599614,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-28,public,SS2011,29,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028360,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,32.4995 S 179.125 W,BGT_GA03_GP13_283,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0423,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136885,SRR5788389,SRP110813,S0423,14988541,GEOTRACES,74.7,University_of_Southern_California,151390,HiSeq_Rapid_Run_2x250
SRR12538610,AMPLICON,491,39302586,PRJNA659851,SAMN15928843,Metagenome or environmental,1223048,20107193,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-28,public,SS2011,29,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028359,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,32.4995 S 179.125 W,BGT_GA03_GP13_282,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0422,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136884,SRR5788390,SRP110813,S0422,17069017,GEOTRACES,51.1,University_of_Southern_California,80046,HiSeq_Rapid_Run_2x250
SRR12538611,AMPLICON,491,37206016,PRJNA659851,SAMN15928842,Metagenome or environmental,1223054,18412424,UNIVERSITY OF SOUTHERN CALIFORNIA,2011-05-28,public,SS2011,29,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",ocean_biome,ocean,water,SRX9028358,uncalculated,uncalculated,Pacific Ocean,GP13,Illumina HiSeq 2500,32.4995 S 179.125 W,BGT_GA03_GP13_281,PAIRED,PCR,METAGENOMIC,seawater metagenome,ILLUMINA,2020-09-24T00:00:00Z,S0421,SRP279131,,whole_seawater_>0.2uM,PRJNA385854,SAMN07136883,SRR5788391,SRP110813,S0421,24662809,GEOTRACES,29.5,University_of_Southern_California,75776,HiSeq_Rapid_Run_2x250
